arch,cpu-clock,isa,l1d_assoc,l1d_cache_lines,l1d_shared_by_threads,l1d_size,l2_assoc,l2_cache_lines,l2_shared_by_threads,l2_size,l3_assoc,l3_cache_lines,l3_shared_by_threads,l3_size,mem-size,mem-type,mem_clock,num-cpus,PS,num-cpu,bus_speed,runtime,power
IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,3,5000000,4,4096,9026781.461000001,29.07529113
IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,4,5000000,4,4096,8897061.761,34.59346906
IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,1,500000,4,4096,453575.6642,19.24099238
IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,2,500000,4,4096,874511.0897,23.61698353
IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,3,500000,4,4096,921397.5825,30.58681468
IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,4,500000,4,4096,889157.9365,33.95872
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,1,10000000,4,1024,12913217.62,15.67001231
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,2,10000000,4,1024,18610618.72,21.32280271
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,3,10000000,4,1024,17818161.6,25.65674835
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,10000000,4,1024,20143870.98,26.6589152
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,1,1000000,4,1024,1324037.159,15.53218387
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,2,1000000,4,1024,1876710.145,21.36532607
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,3,1000000,4,1024,1807641.09,25.63772236
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,1000000,4,1024,1977659.279,26.36706376
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,1,100000,4,1024,166232.8353,10.8092676
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,2,100000,4,1024,187488.8688,21.35522298
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,3,100000,4,1024,182020.8531,26.04874013
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,100000,4,1024,194468.3487,25.63381411
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,1,5000000,4,1024,6481761.716,16.23303802
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,2,5000000,4,1024,9737628.047,21.79049779
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,3,5000000,4,1024,8924950.579,25.93590522
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,5000000,4,1024,10033800.16,26.731018199999998
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,1,500000,4,1024,646988.4923,15.63228005
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,2,500000,4,1024,916875.0862,21.16642779
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,3,500000,4,1024,916099.3922,26.513513500000002
IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,500000,4,1024,986746.3807,26.25437256
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,1,10000000,2,4096,10566587.15,12.5610159
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,2,10000000,2,4096,14934673.17,13.51132312
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,3,10000000,2,4096,18887432.53,13.85193837
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,4,10000000,2,4096,22771077.39,14.96042665
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,1,1000000,2,4096,1067217.9440000001,12.62832871
